Product_Name;Color;Ton_Kho;Gia_Niem_Yet;Gia_Khuyen_Mai;Date;Khuyen_Mai;Thanh_Toan;Link;screenshot_name
Tai nghe Bluetooth Apple AirPods 4 chống ồn chủ động;Trắng;Yes;4990000;4290000;2026-07-16;;Ưu đãi thanh toán  Giảm tối đa 1 triệu khi thanh toán qua thẻ tín dụng Nam Á Bank                Kết thúc sau 168 ngày              Chi tiết   Giảm ngay 700K khi trả góp qua thẻ TECHCOMBANK                Kết thúc sau 15 ngày              Chi tiết   Giảm ngay 500K khi thanh toán qua thẻ SACOMBANK                Kết thúc sau 76 ngày              Chi tiết   Giảm 400K khi thanh toán qua thẻ tín dụng HOMECREDIT                Kết thúc sau 76 ngày              Chi tiết   Hoàn tiền đến 2 triệu khi mở thẻ tín dụng HSBC                Đang diễn ra              Chi tiết   Mở thẻ VIB nhận E-Voucher đến 600K                Đang diễn ra              Chi tiết   Giảm 5% tối đa 500K khi thanh toán qua ShopeePay và SPayLater                Kết thúc sau 15 ngày              Chi tiết   Giảm đến 500K khi mở thẻ TPBANK EVO                Đang diễn ra              Chi tiết;https://cellphones.com.vn/apple-airpods-4-chong-on-chu-dong.html?product_id=90168;
Tai nghe Bluetooth Apple AirPods Pro 3 2025 Type-C (MFHP4ZP/A);Trắng;Yes;6790000;6190000;2026-07-16;;Ưu đãi thanh toán  Giảm tối đa 1 triệu khi thanh toán qua thẻ tín dụng Nam Á Bank                Kết thúc sau 168 ngày              Chi tiết   Giảm ngay 700K khi trả góp qua thẻ TECHCOMBANK                Kết thúc sau 15 ngày              Chi tiết   Giảm ngay 500K khi thanh toán qua thẻ SACOMBANK                Kết thúc sau 76 ngày              Chi tiết   Giảm 400K khi thanh toán qua thẻ tín dụng HOMECREDIT                Kết thúc sau 76 ngày              Chi tiết   Hoàn tiền đến 2 triệu khi mở thẻ tín dụng HSBC                Đang diễn ra              Chi tiết   Mở thẻ VIB nhận E-Voucher đến 600K                Đang diễn ra              Chi tiết   Giảm 5% tối đa 500K khi thanh toán qua ShopeePay và SPayLater                Kết thúc sau 15 ngày              Chi tiết   Giảm đến 500K khi mở thẻ TPBANK EVO                Đang diễn ra              Chi tiết;https://cellphones.com.vn/apple-airpods-pro-3.html?product_id=112591;
Tai nghe Bluetooth Apple AirPods Pro 2 2023 USB-C;Trắng;No;6190000;4990000;2026-07-16;;Ưu đãi thanh toán  Giảm tối đa 1 triệu khi thanh toán qua thẻ tín dụng Nam Á Bank                Kết thúc sau 168 ngày              Chi tiết   Giảm ngay 700K khi trả góp qua thẻ TECHCOMBANK                Kết thúc sau 15 ngày              Chi tiết   Giảm ngay 500K khi thanh toán qua thẻ SACOMBANK                Kết thúc sau 76 ngày              Chi tiết   Giảm 400K khi thanh toán qua thẻ tín dụng HOMECREDIT                Kết thúc sau 76 ngày              Chi tiết   Hoàn tiền đến 2 triệu khi mở thẻ tín dụng HSBC                Đang diễn ra              Chi tiết   Mở thẻ VIB nhận E-Voucher đến 600K                Đang diễn ra              Chi tiết   Giảm 5% tối đa 500K khi thanh toán qua ShopeePay và SPayLater                Kết thúc sau 15 ngày              Chi tiết   Giảm đến 500K khi mở thẻ TPBANK EVO                Đang diễn ra              Chi tiết;https://cellphones.com.vn/apple-airpods-pro-2-usb-c.html;
iPhone 12 Pro Max 128GB;Xám;No;539000;28990000;2026-07-16;;Ưu đãi thanh toán  Giảm tối đa 1 triệu khi thanh toán qua thẻ tín dụng Nam Á Bank                Kết thúc sau 168 ngày              Chi tiết   Giảm ngay 700K khi trả góp qua thẻ TECHCOMBANK                Kết thúc sau 15 ngày              Chi tiết   Giảm ngay 500K khi thanh toán qua thẻ SACOMBANK                Kết thúc sau 76 ngày              Chi tiết   Giảm 400K khi thanh toán qua thẻ tín dụng HOMECREDIT                Kết thúc sau 76 ngày              Chi tiết   Hoàn tiền đến 2 triệu khi mở thẻ tín dụng HSBC                Đang diễn ra              Chi tiết   Mở thẻ VIB nhận E-Voucher đến 600K                Đang diễn ra              Chi tiết   Giảm 5% tối đa 500K khi thanh toán qua ShopeePay và SPayLater                Kết thúc sau 15 ngày              Chi tiết   Giảm đến 500K khi mở thẻ TPBANK EVO                Đang diễn ra              Chi tiết;https://cellphones.com.vn/iphone-12-pro-max.html?product_id=27423;
iPhone 14 Pro Max 128GB;Bạc;No;29990000;25590000;2026-07-16;;Ưu đãi thanh toán  Giảm tối đa 1 triệu khi thanh toán qua thẻ tín dụng Nam Á Bank                Kết thúc sau 168 ngày              Chi tiết   Giảm ngay 700K khi trả góp qua thẻ TECHCOMBANK                Kết thúc sau 15 ngày              Chi tiết   Giảm ngay 500K khi thanh toán qua thẻ SACOMBANK                Kết thúc sau 76 ngày              Chi tiết   Giảm 400K khi thanh toán qua thẻ tín dụng HOMECREDIT                Kết thúc sau 76 ngày              Chi tiết   Hoàn tiền đến 2 triệu khi mở thẻ tín dụng HSBC                Đang diễn ra              Chi tiết   Mở thẻ VIB nhận E-Voucher đến 600K                Đang diễn ra              Chi tiết   Giảm 5% tối đa 500K khi thanh toán qua ShopeePay và SPayLater                Kết thúc sau 15 ngày              Chi tiết   Giảm đến 500K khi mở thẻ TPBANK EVO                Đang diễn ra              Chi tiết;https://cellphones.com.vn/iphone-14-pro-max.html?product_id=52337;
iPhone 13 128GB;Xanh lá;No;13990000;12090000;2026-07-16;Khuyến mãi đi kèm  1 Đặc quyền trợ giá lên đến 3 triệu khi thu cũ lên đời iPhone                          Xem chi tiết2 Chi thêm 10K - nhận Sim/Esim 5G VNSKY, có ngay 3GB data/ngày+500 phút gọi Mobifone & VNSKY, miễn phí 30 ngày đầu - chỉ áp dụng tại cửa hàng                          Xem chi tiết3 Giảm thêm 10% cho Pin dự phòng - Camera giám sát - Đồng hồ trẻ em - Gia dụng - Sức khỏe Làm đẹp khi mua Điện thoại/Laptop                          Xem chi tiết4 Tặng PMH trị giá 500.000 đ cho AIRPODS MỚI - không áp dụng kèm ưu đãi khác/ HSSV                          Xem chi tiết5 Tặng PMH trị giá 500.000 đ cho IPAD A16/MINI/AIR MỚI - không áp dụng kèm ưu đãi khác/ HSSV                          Xem chi tiết6 Tặng PMH trị giá 1.000.000 đ cho IPAD PRO MỚI - không áp dụng kèm ưu đãi khác/ HSSV                          Xem chi tiết7 Tặng PMH trị giá 1.000.000 đ cho MAC MỚI - không áp dụng kèm ưu đãi khác/ HSSV                          Xem chi tiết8 Tặng PMH trị giá 1.000.000 đ cho APPLE WATCH S11/ ULTRA MỚI - không áp dụng kèm ưu đãi khác/ HSSV                          Xem chi tiết9 Tặng PMH trị giá 1.000.000 đ cho APPLE WATCH SE MỚI - không áp dụng kèm ưu đãi khác/ HSSV                          Xem chi tiết;Ưu đãi thanh toán  Giảm tối đa 1 triệu khi thanh toán qua thẻ tín dụng Nam Á Bank                Kết thúc sau 168 ngày              Chi tiết   Giảm ngay 700K khi trả góp qua thẻ TECHCOMBANK                Kết thúc sau 15 ngày              Chi tiết   Giảm ngay 500K khi thanh toán qua thẻ SACOMBANK                Kết thúc sau 76 ngày              Chi tiết   Giảm 400K khi thanh toán qua thẻ tín dụng HOMECREDIT                Kết thúc sau 76 ngày              Chi tiết   Hoàn tiền đến 2 triệu khi mở thẻ tín dụng HSBC                Đang diễn ra              Chi tiết   Mở thẻ VIB nhận E-Voucher đến 600K                Đang diễn ra              Chi tiết   Giảm 5% tối đa 500K khi thanh toán qua ShopeePay và SPayLater                Kết thúc sau 15 ngày              Chi tiết   Giảm đến 500K khi mở thẻ TPBANK EVO                Đang diễn ra              Chi tiết;https://cellphones.com.vn/iphone-13.html?product_id=44643;
iPhone 14 256GB;Trắng;No;18990000;16290000;2026-07-16;;Ưu đãi thanh toán  Giảm tối đa 1 triệu khi thanh toán qua thẻ tín dụng Nam Á Bank                Kết thúc sau 168 ngày              Chi tiết   Giảm ngay 700K khi trả góp qua thẻ TECHCOMBANK                Kết thúc sau 15 ngày              Chi tiết   Giảm ngay 500K khi thanh toán qua thẻ SACOMBANK                Kết thúc sau 76 ngày              Chi tiết   Giảm 400K khi thanh toán qua thẻ tín dụng HOMECREDIT                Kết thúc sau 76 ngày              Chi tiết   Hoàn tiền đến 2 triệu khi mở thẻ tín dụng HSBC                Đang diễn ra              Chi tiết   Mở thẻ VIB nhận E-Voucher đến 600K                Đang diễn ra              Chi tiết   Giảm 5% tối đa 500K khi thanh toán qua ShopeePay và SPayLater                Kết thúc sau 15 ngày              Chi tiết   Giảm đến 500K khi mở thẻ TPBANK EVO                Đang diễn ra              Chi tiết;https://cellphones.com.vn/iphone-14-256gb.html?product_id=52385;
iPhone 15 256GB;Vàng;No;22990000;20790000;2026-07-16;Khuyến mãi đi kèm  1 Đặc quyền trợ giá lên đến 3 triệu khi thu cũ lên đời iPhone                          Xem chi tiết2 Chi thêm 10K - nhận Sim/Esim 5G VNSKY, có ngay 3GB data/ngày+500 phút gọi Mobifone & VNSKY, miễn phí 30 ngày đầu - chỉ áp dụng tại cửa hàng                          Xem chi tiết3 Giảm thêm 10% cho Pin dự phòng - Camera - Gia dụng - Sức khỏe Làm đẹp - Đồng hồ trẻ em khi mua Điện thoại/Laptop                          Xem chi tiết4 Tặng PMH trị giá 500.000 đ cho AIRPODS MỚI - không áp dụng kèm ưu đãi khác/ HSSV                          Xem chi tiết5 Tặng PMH trị giá 500.000 đ cho IPAD A16/MINI/AIR MỚI - không áp dụng kèm ưu đãi khác/ HSSV                          Xem chi tiết6 Tặng PMH trị giá 1.000.000 đ cho IPAD PRO MỚI - không áp dụng kèm ưu đãi khác/ HSSV                          Xem chi tiết7 Tặng PMH trị giá 1.000.000 đ cho MAC MỚI - không áp dụng kèm ưu đãi khác/ HSSV                          Xem chi tiết8 Tặng PMH trị giá 1.000.000 đ cho APPLE WATCH SE MỚI - không áp dụng kèm ưu đãi khác/ HSSV                          Xem chi tiết9 Tặng PMH trị giá 1.000.000 đ cho APPLE WATCH S11/ ULTRA MỚI - không áp dụng kèm ưu đãi khác/ HSSV                          Xem chi tiết;Ưu đãi thanh toán  Giảm tối đa 1 triệu khi thanh toán qua thẻ tín dụng Nam Á Bank                Kết thúc sau 168 ngày              Chi tiết   Giảm ngay 700K khi trả góp qua thẻ TECHCOMBANK                Kết thúc sau 15 ngày              Chi tiết   Giảm ngay 500K khi thanh toán qua thẻ SACOMBANK                Kết thúc sau 76 ngày              Chi tiết   Giảm 400K khi thanh toán qua thẻ tín dụng HOMECREDIT                Kết thúc sau 76 ngày              Chi tiết   Hoàn tiền đến 2 triệu khi mở thẻ tín dụng HSBC                Đang diễn ra              Chi tiết   Mở thẻ VIB nhận E-Voucher đến 600K                Đang diễn ra              Chi tiết   Giảm 5% tối đa 500K khi thanh toán qua ShopeePay và SPayLater                Kết thúc sau 15 ngày              Chi tiết   Giảm đến 500K khi mở thẻ TPBANK EVO                Đang diễn ra              Chi tiết;https://cellphones.com.vn/iphone-15-256gb.html?product_id=68915;
iPhone 12 Pro Max 128GB;Vàng;No;539000;28990000;2026-07-16;;Ưu đãi thanh toán  Giảm tối đa 1 triệu khi thanh toán qua thẻ tín dụng Nam Á Bank                Kết thúc sau 168 ngày              Chi tiết   Giảm ngay 700K khi trả góp qua thẻ TECHCOMBANK                Kết thúc sau 15 ngày              Chi tiết   Giảm ngay 500K khi thanh toán qua thẻ SACOMBANK                Kết thúc sau 76 ngày              Chi tiết   Giảm 400K khi thanh toán qua thẻ tín dụng HOMECREDIT                Kết thúc sau 76 ngày              Chi tiết   Hoàn tiền đến 2 triệu khi mở thẻ tín dụng HSBC                Đang diễn ra              Chi tiết   Mở thẻ VIB nhận E-Voucher đến 600K                Đang diễn ra              Chi tiết   Giảm 5% tối đa 500K khi thanh toán qua ShopeePay và SPayLater                Kết thúc sau 15 ngày              Chi tiết   Giảm đến 500K khi mở thẻ TPBANK EVO                Đang diễn ra              Chi tiết;https://cellphones.com.vn/iphone-12-pro-max.html?product_id=27424;
iPhone 14 256GB;Đỏ;No;18990000;16290000;2026-07-16;;Ưu đãi thanh toán  Giảm tối đa 1 triệu khi thanh toán qua thẻ tín dụng Nam Á Bank                Kết thúc sau 168 ngày              Chi tiết   Giảm ngay 700K khi trả góp qua thẻ TECHCOMBANK                Kết thúc sau 15 ngày              Chi tiết   Giảm ngay 500K khi thanh toán qua thẻ SACOMBANK                Kết thúc sau 76 ngày              Chi tiết   Giảm 400K khi thanh toán qua thẻ tín dụng HOMECREDIT                Kết thúc sau 76 ngày              Chi tiết   Hoàn tiền đến 2 triệu khi mở thẻ tín dụng HSBC                Đang diễn ra              Chi tiết   Mở thẻ VIB nhận E-Voucher đến 600K                Đang diễn ra              Chi tiết   Giảm 5% tối đa 500K khi thanh toán qua ShopeePay và SPayLater                Kết thúc sau 15 ngày              Chi tiết   Giảm đến 500K khi mở thẻ TPBANK EVO                Đang diễn ra              Chi tiết;https://cellphones.com.vn/iphone-14-256gb.html?product_id=52382;
iPhone 14 Pro Max 128GB;Đen;No;29990000;25590000;2026-07-16;;Ưu đãi thanh toán  Giảm tối đa 1 triệu khi thanh toán qua thẻ tín dụng Nam Á Bank                Kết thúc sau 168 ngày              Chi tiết   Giảm ngay 700K khi trả góp qua thẻ TECHCOMBANK                Kết thúc sau 15 ngày              Chi tiết   Giảm ngay 500K khi thanh toán qua thẻ SACOMBANK                Kết thúc sau 76 ngày              Chi tiết   Giảm 400K khi thanh toán qua thẻ tín dụng HOMECREDIT                Kết thúc sau 76 ngày              Chi tiết   Hoàn tiền đến 2 triệu khi mở thẻ tín dụng HSBC                Đang diễn ra              Chi tiết   Mở thẻ VIB nhận E-Voucher đến 600K                Đang diễn ra              Chi tiết   Giảm 5% tối đa 500K khi thanh toán qua ShopeePay và SPayLater                Kết thúc sau 15 ngày              Chi tiết   Giảm đến 500K khi mở thẻ TPBANK EVO                Đang diễn ra              Chi tiết;https://cellphones.com.vn/iphone-14-pro-max.html?product_id=52336;
iPhone 15 256GB;Hồng;Yes;22990000;20790000;2026-07-16;Khuyến mãi đi kèm  1 Đặc quyền trợ giá lên đến 3 triệu khi thu cũ lên đời iPhone                          Xem chi tiết2 Chi thêm 10K - nhận Sim/Esim 5G VNSKY, có ngay 3GB data/ngày+500 phút gọi Mobifone & VNSKY, miễn phí 30 ngày đầu - chỉ áp dụng tại cửa hàng                          Xem chi tiết3 Giảm thêm 10% cho Pin dự phòng - Camera - Gia dụng - Sức khỏe Làm đẹp - Đồng hồ trẻ em khi mua Điện thoại/Laptop                          Xem chi tiết4 Tặng PMH trị giá 500.000 đ cho AIRPODS MỚI - không áp dụng kèm ưu đãi khác/ HSSV                          Xem chi tiết5 Tặng PMH trị giá 500.000 đ cho IPAD A16/MINI/AIR MỚI - không áp dụng kèm ưu đãi khác/ HSSV                          Xem chi tiết6 Tặng PMH trị giá 1.000.000 đ cho IPAD PRO MỚI - không áp dụng kèm ưu đãi khác/ HSSV                          Xem chi tiết7 Tặng PMH trị giá 1.000.000 đ cho MAC MỚI - không áp dụng kèm ưu đãi khác/ HSSV                          Xem chi tiết8 Tặng PMH trị giá 1.000.000 đ cho APPLE WATCH SE MỚI - không áp dụng kèm ưu đãi khác/ HSSV                          Xem chi tiết9 Tặng PMH trị giá 1.000.000 đ cho APPLE WATCH S11/ ULTRA MỚI - không áp dụng kèm ưu đãi khác/ HSSV                          Xem chi tiết;Ưu đãi thanh toán  Giảm tối đa 1 triệu khi thanh toán qua thẻ tín dụng Nam Á Bank                Kết thúc sau 168 ngày              Chi tiết   Giảm ngay 700K khi trả góp qua thẻ TECHCOMBANK                Kết thúc sau 15 ngày              Chi tiết   Giảm ngay 500K khi thanh toán qua thẻ SACOMBANK                Kết thúc sau 76 ngày              Chi tiết   Giảm 400K khi thanh toán qua thẻ tín dụng HOMECREDIT                Kết thúc sau 76 ngày              Chi tiết   Hoàn tiền đến 2 triệu khi mở thẻ tín dụng HSBC                Đang diễn ra              Chi tiết   Mở thẻ VIB nhận E-Voucher đến 600K                Đang diễn ra              Chi tiết   Giảm 5% tối đa 500K khi thanh toán qua ShopeePay và SPayLater                Kết thúc sau 15 ngày              Chi tiết   Giảm đến 500K khi mở thẻ TPBANK EVO                Đang diễn ra              Chi tiết;https://cellphones.com.vn/iphone-15-256gb.html?product_id=68913;
